num,pubName,stripped,address,pubID
1907,"The Black Swan, Norwich",black swan,"The Black Swan, 25  Norwich Road, Horsham St. Faith, NR10 3HJ",28398
1908,"The Blue Boar, Sprowston, Norwich",blue boar,"The Blue Boar, 259  Wroxham Road, Norwich, NR7 8RL",28400
1909,"Fox & Hounds, Huntingdon",fox & hounds,"Fox & Hounds, 80  Main Street, Great Gidding, PE28 5NU",2841
1910,"Buck Inn, Norwich",buck inn,"Buck Inn, 29  The Street, Honingham, NR9 5BL",28414
1911,"The Buck Inn, Norwich",buck inn,"The Buck Inn, 55  Yarmouth Road, Thorpe St. Andrew, NR7 0EW",28415
1912,"The George & Dragon, St. Neots",george & dragon,"The George & Dragon, 267  Great North Road, Eaton Socon, PE19 8BL",2843
1913,"The Chequers Inn, Norwich",chequers inn,"The Chequers Inn, 10  Stratton Road, Hainford, NR10 3AY",28430
1914,"Coach & Horses, Norwich",coach & horses,"Coach & Horses, 82 Thorpe Road, Norwich, NR1 1BA",28431
1915,"The Coach & Horses, Norwich Central, Norwich",coach & horses,"The Coach & Horses, 51 Bethel Street, Norwich, NR2 1NR",28433
1916,"Crown Inn, Norwich",crown inn,"Crown Inn, 79  Norwich Road, Norwich, NR5 0EU",28443
1917,"The Crown Inn, Norwich",crown inn,"The Crown Inn, Colby Road, Banningham, NR11 7DY",28445
1918,"George Hotel, Huntingdon Town, Huntingdon",george hotel,"George Hotel, The George George Street, Huntingdon, PE29 3AB",2846
1919,"George Inn, Ramsey Forty Foot, Huntingdon",george inn,"George Inn, Ramsey Road, Huntingdon, PE26 2XN",2847
1920,"Ferry Inn, Norwich",ferry inn,"Ferry Inn, Ferry Road, Horning, NR12 8PS",28472
1921,"The George Inn, Huntingdon",george inn,"The George Inn, High Street, Spaldwick, PE28 0TD",2848
1922,"The George & Dragon, Norwich",george & dragon,"The George & Dragon, 2  The Street, Thurton, NR14 6AL",28490
1923,"Inn on the Green, Norwich",inn on green,"Inn on the Green, Chapel Street, New Buckenham, NR16 2BB",28492
1924,"Greyhound Inn, Norwich",greyhound inn,"Greyhound Inn, The Green, Hickling, NR12 0YA",28502
1925,"Horse & Groom, Norwich",horse & groom,"Horse & Groom, Market Street, Tunstead, NR12 8AH",28512
1926,"The Duke of Wellington, Norwich North, Norwich",duke of wellington,"The Duke of Wellington, 93  Waterloo Road, Norwich, NR3 1EG",28516
1927,"Kings Arms, Norwich",kings arms,"Kings Arms, Market Place, Reepham, NR10 4JJ",28529
1928,"The Kings Head, Norwich",kings head,"The Kings Head, Market Place, New Buckenham, NR16 2AN",28531
1929,"Kings Head, Norwich",kings head,"Kings Head, Station Road, Lingwood, NR13 4AZ",28532
1930,"Kings Head, Norwich Central, Norwich",kings head,"Kings Head, 42  Magdalen Street, Norwich, NR3 1JE",28536
1931,"Kings Head Inn, Norwich",kings head inn,"Kings Head Inn, 26  Wroxham Road, Coltishall, NR12 7EA",28538
1932,"The Green Man, Huntingdon",green man,"The Green Man, The Avenue, Leighton Bromswold, PE28 5AW",2854
1933,"George & Dragon, Norwich",george & dragon,"George & Dragon, Market Street, East Harling, NR16 2AD",28579
1934,"The New Inn, Norwich",new inn,"The New Inn, Norwich Road, Roughton, NR11 8SJ",28583
1935,"The Horseshoe Inn, Offord Darcy, St. Neots",horseshoe inn,"The Horseshoe Inn, 90  High Street, St. Neots, PE19 5RH",2860
1936,"Queens Head, Norwich",queens head,"Queens Head, Beccles Road, Thurlton, NR14 6RJ",28608
1937,"The Queens Head, Norwich",queens head,"The Queens Head, Norwich Road, Hethersett, NR9 3DD",28610
1938,"The Red Lion, Norwich Central, Norwich",red lion,"The Red Lion, 79  Bishopgate, Norwich, NR1 4AA",28621
1939,"The Red Lion, Eaton, Norwich",red lion,"The Red Lion, 50  Eaton Street, Norwich, NR4 7LD",28622
1940,"The Red Lion, Norwich",red lion,"The Red Lion, Church Street, Coltishall, NR12 7DW",28623
1941,"Rising Sun Inn, Norwich",rising sun inn,"Rising Sun Inn, Wroxham Road, Coltishall, NR12 7EA",28630
1942,"Rose & Crown, Norwich",rose & crown,"Rose & Crown, Buxton Road, Frettenham, NR12 7NJ",28635
1943,"The Rose Inn, Lakenham, Norwich",rose inn,"The Rose Inn, 235  Queens Road, Norwich, NR1 3AE",28637
1944,"Royal Hotel, Norwich",royal hotel,"Royal Hotel, Paston Road, Mundesley, NR11 8BN",28641
1945,"Royal Oak, Norwich",royal oak,"Royal Oak, The Street, Poringland, NR14 7JT",28643
1946,"The Ship Inn, Norwich",ship inn,"The Ship Inn, 18  The Street, South Walsham, NR13 6DQ",28647
1947,"King William IV, Huntingdon",king william iv,"King William IV, High Street, Fenstanton, PE28 9JF",2865
1948,"Swan Hotel, Norwich",swan hotel,"Swan Hotel, Lower Street, Horning, NR12 8AA",28671
1949,"Swan Inn, Norwich",swan inn,"Swan Inn, 1  The Street, Ringland, NR8 6AB",28672
1950,"The Swan Inn, Norwich",swan inn,"The Swan Inn, High Street, Stalham, NR12 9AU",28673
1951,"Lion Hotel, St. Neots",lion hotel,"Lion Hotel, High Street, Buckden, PE19 5XA",2868
1952,"The George Hotel, Norwich",george hotel,"The George Hotel, 10  Arlington Lane, Norwich, NR2 2DA",28681
1953,"The Village Inn, Norwich",village inn,"The Village Inn, School Lane, Little Melton, NR9 3AD",28698
1954,"White Hart Hotel, Norwich",white hart hotel,"White Hart Hotel, 3  Market Place, Hingham, NR9 4AF",28714
1955,"White Horse, Norwich",white horse,"White Horse, The Street, Trowse, NR14 8ST",28715
1956,"The White Horse, Norwich",white horse,"The White Horse, North Walsham Road, Crostwick, NR12 7BD",28717
1957,"White Lion, Norwich",white lion,"White Lion, 49  The Street, Brooke, NR15 1JW",28722
1958,"The Kings Arms Hotel, Swaffham Town, Swaffham",kings arms hotel,"The Kings Arms Hotel, Market Place, Swaffham, PE37 7LA",28755
1959,"The Red Lion, Swaffham Town, Swaffham",red lion,"The Red Lion, 87  Market Place, Swaffham, PE37 7AQ",28758
1960,"The George Hotel, Swaffham Town, Swaffham",george hotel,"The George Hotel, 1  Station Street, Swaffham, PE37 7LJ",28760
1961,"The Horse & Groom, Swaffham Town, Swaffham",horse & groom,"The Horse & Groom, 40  Lynn Street, Swaffham, PE37 7AX",28761
1962,"White Hart Inn, Swaffham Town, Swaffham",white hart inn,"White Hart Inn, 2  London Street, Swaffham, PE37 7DG",28763
1963,"Black Horse, Thetford Town, Thetford",black horse,"Black Horse, 64  Magdalen Street, Thetford, IP24 2BP",28768
1964,"Crown Hotel, Thetford",crown hotel,"Crown Hotel, High Street, Watton, IP25 6AB",28774
1965,"Green Dragon, Thetford Town, Thetford",green dragon,"Green Dragon, Market Place, Thetford, IP24 2AH",28783
1966,"The Green Man, Thetford",green man,"The Green Man, 1  White Plot Road, Methwold Hythe, IP26 4QP",28784
1967,"Kings Arms, Thetford",kings arms,"Kings Arms, 1  Middle Street, Watton, IP25 6AG",28786
1968,"Kings Head, Thetford",kings head,"Kings Head, 2  Dereham Road, Shipdham, IP25 7NA",28788
1969,"The New Inn, Thetford",new inn,"The New Inn, 50 Station Road, Hockwold, IP26 4JA",28790
1970,"The Red Lion (JD Wetherspoon), Thetford Town, Thetford",red lion,"The Red Lion (JD Wetherspoon), Market Place, Thetford, IP24 2AL",28794
1971,"The Red Lion, Thetford",red lion,"The Red Lion, Main Street, Hockwold, IP26 4NB",28795
1972,"Rose & Crown, Thetford Town, Thetford",rose & crown,"Rose & Crown, St Nicholas Street, Thetford, IP24 1BE",28797
1973,"The Swan Inn, Thetford",swan inn,"The Swan Inn, Brandon Road, Hilborough, IP26 5BW",28798
1974,"Bell Inn, Thetford Town, Thetford",bell inn,"Bell Inn, King Street, Thetford, IP24 2AZ",28800
1975,"White Hart Inn, Thetford",white hart inn,"White Hart Inn, White Hart Street, Foulden, IP26 5AW",28803
1976,"The White Hart, Thetford",white hart,"The White Hart, Church Street, Ashill, IP25 7AW",28804
1977,"Black Lion Hotel, Little Walsingham, Walsingham",black lion hotel,"Black Lion Hotel, Friday Market Place, Walsingham, NR22 6DB",28806
1978,"The Bull Inn, Little Walsingham, Walsingham",bull inn,"The Bull Inn, 8  Common Place, Walsingham, NR22 6BP",28807
1979,"Queens Head, Wymondham Town, Wymondham",queens head,"Queens Head, 2  Bridewell Street, Wymondham, NR18 0AR",28825
1980,"Hare & Hounds, Beverley",hare & hounds,"Hare & Hounds, 1  North Street, Leven, HU17 5NF",28834
1981,"The New Inn, Beverley",new inn,"The New Inn, 44  South Street, Leven, HU17 5NZ",28837
1982,"Black Lion Hotel, Bridlington Town, Bridlington",black lion hotel,"Black Lion Hotel, 95  High Street, Bridlington, YO16 4PN",28849
1983,"The Globe Inn, Bridlington Town, Bridlington",globe inn,"The Globe Inn, 82  High Street, Bridlington, YO16 4QA",28874
1984,"New Inn, Bridlington Town, Bridlington",new inn,"New Inn, 1  Prince Street, Bridlington, YO15 2NW",28894
1985,"The Old Ship Inn, Bridlington Town, Bridlington",ship inn,"The Old Ship Inn, 90  St. Johns Street, Bridlington, YO16 7JS",28899
1986,"The Queens Hotel, Bridlington Town, Bridlington",queens hotel,"The Queens Hotel, 77  High Street, Bridlington, YO16 4PN",28904
1987,"Rose & Crown, Bridlington",rose & crown,"Rose & Crown, High Street, Flamborough, YO15 1JY",28908
1988,"The Prince Of Wales, Huntingdon",prince of wales,"The Prince Of Wales, Potton Road, Hilton, PE28 9NG",2891
1989,"The Ship Inn, Bridlington",ship inn,"The Ship Inn, Cliff Road, Sewerby, YO15 1EW",28921
1990,"The White Horse, Bridlington",white horse,"The White Horse, 30  High Street, Bempton, YO15 1HB",28948
1991,"Ye Olde Star Inn, Bridlington Town, Bridlington",star inn,"Ye Olde Star Inn, Westgate, Bridlington, YO16 4QF",28951
1992,"The Bear Inn, Brough",bear inn,"The Bear Inn, 61  Market Place, South Cave, HU15 2AS",28952
1993,"The Kings Arms, Brough",kings arms,"The Kings Arms, Main Road, Newport, HU15 2QS",28957
1994,"White Hart Inn, Brough",white hart inn,"White Hart Inn, 20 Westgate, North Cave, HU15 2NJ",28960
1995,"White Horse Inn, Brough",white horse inn,"White Horse Inn, Main Road, Gilberdyke, HU15 2UP",28961
1996,"The Bay Horse Inn, Driffield",bay horse inn,"The Bay Horse Inn, Middle Street, Kilham, YO25 4RL",28963
1997,"Black Bull Inn, Driffield",black bull inn,"Black Bull Inn, Sands Lane, Barmston, YO25 8PG",28964
1998,"The Black Swan, Driffield",black swan,"The Black Swan, 74  Main Street, Brandesburton, YO25 8RG",28966
1999,"The Blue Bell Inn, Driffield",blue bell inn,"The Blue Bell Inn, Main Road, Burton Agnes, YO25 4NG",28967
2000,"Cross Keys Inn, Driffield",cross keys inn,"Cross Keys Inn, 1  North Street, Nafferton, YO25 4JW",28973
2001,"The Queens Head, Driffield",queens head,"The Queens Head, 1  Main Street, Kirkburn, YO25 9DU",28978
2002,"The Red Lion, Driffield Town, Driffield",red lion,"The Red Lion, 57  Middle Street North, Driffield, YO25 6SS",28980
2003,"Robin Hood Inn, Driffield",robin hood inn,"Robin Hood Inn, 1 Beverley Road, Middleton On The Wolds, YO25 9UF",28981
2004,"The Royal Oak, Driffield Town, Driffield",royal oak,"The Royal Oak, 59  Victoria Road, Driffield, YO25 6TY",28984
2005,"The Star Inn, Driffield",star inn,"The Star Inn, 5  North Street, Nafferton, YO25 4JW",28986
2006,"The Rose & Crown, Huntingdon",rose & crown,"The Rose & Crown, 99  High Street, Somersham, PE28 3EE",2899
2007,"Victoria Inn, Driffield",victoria inn,"Victoria Inn, Main Street, Wetwang, YO25 9XL",28991
2008,"The Wellington Inn, Driffield",wellington inn,"The Wellington Inn, 19  The Green, Lund, YO25 9TE",28992
2009,"The Black Horse, Goole",black horse,"The Black Horse, Bridge Foot Station Road, Rawcliffe Bridge, DN14 8PN",28997
2010,"The Royal Oak, Huntingdon",royal oak,"The Royal Oak, Mill Green, Warboys, PE28 2SB",2900
2011,"The Black Swan, Goole",black swan,"The Black Swan, High Street, Eastrington, DN14 7PR",29000
2012,"The Royal Oak, St. Neots",royal oak,"The Royal Oak, High Street, Hail Weston, PE19 5JW",2901
2013,"The George & Dragon, Goole",george & dragon,"The George & Dragon, Doncaster Road, Whitley, DN14 0HY",29016
2014,"Kings Head, Goole",kings head,"Kings Head, Main Street, Pollington, DN14 0DN",29021
2015,"The Kings Head, Goole",kings head,"The Kings Head, High Street, Barmby-On-The-Marsh, DN14 7HT",29023
2016,"The Old George Inn, Goole",george inn,"The Old George Inn, Broad Lane, Sykehouse, DN14 9AU",29031
2017,"The Plough Inn, Goole",plough inn,"The Plough Inn, Shearburn Terrace, Snaith, DN14 9JJ",29034
2018,"Royal Oak Inn, Goole",royal oak inn,"Royal Oak Inn, Holme Road, Spaldington, DN14 7NA",29037
2019,"The Royal Oak, Goole",royal oak,"The Royal Oak, West End, Rawcliffe, DN14 8RW",29038
2020,"The Ship Inn, Goole",ship inn,"The Ship Inn, High Street, Swinefleet, DN14 8AH",29039
2021,"Victoria Hotel, Goole Town, Goole",victoria hotel,"Victoria Hotel, 5 Hook Road, Goole, DN14 5JB",29047
2022,"New Inn, Hornsea Town, Hornsea",new inn,"New Inn, Market Place, Hornsea, HU18 1AN",29055
2023,"Rose & Crown, Hornsea Town, Hornsea",rose & crown,"Rose & Crown, Market Place, Hornsea, HU18 1AW",29056
2024,"Commercial Hotel, Withernsea Town, Withernsea",commercial hotel,"Commercial Hotel, 130  Queen Street, Withernsea, HU19 2HB",29060
2025,"Bay Horse Inn, Bedale",bay horse inn,"Bay Horse Inn, The Green, Crakehall, DL8 1HP",29068
2026,"The Black Horse, Bedale",black horse,"The Black Horse, The Green, Kirklington, DL8 2ND",29069
2027,"The Old Black Swan, Bedale Central, Bedale",black swan,"The Old Black Swan, Market Place, Bedale, DL8 1ED",29075
2028,"The White Bear, Bedale Central, Bedale",white bear,"The White Bear, 1  South End, Bedale, DL8 2BJ",29076
2029,"The Grapes Inn, Filey Centre, Filey",grapes inn,"The Grapes Inn, 40  Queen Street, Filey, YO14 9HB",29086
2030,"Royal Oak Inn, Filey",royal oak inn,"Royal Oak Inn, Royal Oak, Filey, YO14 9QE",29091
2031,"The Ship Inn, Filey",ship inn,"The Ship Inn, West Street, Muston, YO14 0ER",29094
2032,"Star Inn, Filey Centre, Filey",star inn,"Star Inn, 23  Mitford Street, Filey, YO14 9DX",29096
2033,"The White Swan, Filey",white swan,"The White Swan, 1  Church Hill, Hunmanby, YO14 0JU",29100
2034,"The Castle Inn, Harrogate",castle inn,"The Castle Inn, High Street, Spofforth, HG3 1BQ",29123
2035,"Coach & Horses, Harrogate Central, Harrogate",coach & horses,"Coach & Horses, 16  West Park, Harrogate, HG1 1BJ",29125
2036,"The Prince of Wales, Harrogate",prince of wales,"The Prince of Wales, 49  High Street, Starbeck, HG2 7LQ",29174
2037,"The Royal Oak, Harrogate",royal oak,"The Royal Oak, Copgrove Road, Burton Leonard, HG3 3SJ",29184
2038,"The Black Swan, Harrogate",black swan,"The Black Swan, Burn Bridge Road, Burn Bridge, HG3 1PB",29198
2039,"Blue Bell Inn, Knaresborough",blue bell inn,"Blue Bell Inn, Moor Lane, Arkendale, HG5 0QT",29231
2040,"Castle Inn, Knaresborough Central, Knaresborough",castle inn,"Castle Inn, 23  Castlegate, Knaresborough, HG5 8AR",29234
2041,"Cross Keys Inn, Knaresborough Central, Knaresborough",cross keys inn,"Cross Keys Inn, Cheapside, Knaresborough, HG5 8AX",29235
2042,"The Old Royal Oak, Knaresborough Central, Knaresborough",royal oak,"The Old Royal Oak, 7  Market Place, Knaresborough, HG5 8AL",29249
2043,"Royal Oak Inn, Knaresborough",royal oak inn,"Royal Oak Inn, Main Street, Staveley, HG5 9LD",29250
2044,"Wellington Inn, Knaresborough Central, Knaresborough",wellington inn,"Wellington Inn, 23  Briggate, Knaresborough, HG5 8BQ",29256
2045,"Black Bull Inn, Leyburn",black bull inn,"Black Bull Inn, East Witton Road, Middleham, DL8 4NX",29258
2046,"The Crown Inn, Leyburn",crown inn,"The Crown Inn, Main Street, Askrigg, DL8 3HQ",29261
2047,"Golden Lion Hotel, Leyburn",golden lion hotel,"Golden Lion Hotel, Market Place, Leyburn, DL8 5AS",29263
2048,"Kings Arms Hotel, Leyburn",kings arms hotel,"Kings Arms Hotel, Main Street, Askrigg, DL8 3HQ",29264
2049,"Waggon & Horses, St. Neots",waggon & horses,"Waggon & Horses, 184  Great North Road, Eaton Socon, PE19 8EF",2927
2050,"Coach & Horses, Malton",coach & horses,"Coach & Horses, 1  Scarborough Road, Rillington, YO17 8LH",29279
2051,"The Fleece Inn, Malton",fleece inn,"The Fleece Inn, Westgate, Rillington, YO17 8LN",29281
2052,"The Gate Inn, Malton Central, Malton",gate inn,"The Gate Inn, 12  Yorkersgate, Malton, YO17 7AB",29282
2053,"The Royal Oak, Malton Central, Malton",royal oak,"The Royal Oak, 26  Market Place, Malton, YO17 7LX",29290
2054,"The Talbot Hotel, Malton Central, Malton",talbot hotel,"The Talbot Hotel, 47  Yorkersgate, Malton, YO17 7AJ",29295
2055,"White Hart, Huntingdon",white hart,"White Hart, Cambridge Road, Godmanchester, PE29 2BW",2931
2056,"White Hart Inn, St. Neots",white hart inn,"White Hart Inn, 56  The Highway, Great Staughton, PE19 5DA",2932
2057,"The White Hart, Huntingdon",white hart,"The White Hart, 35  High Street, Warboys, PE28 2TA",2934
2058,"White Horse Inn, St. Neots",white horse inn,"White Horse Inn, 103  Great North Road, Eaton Socon, PE19 8EL",2936
2059,"The Bay Horse Inn, Ripon",bay horse inn,"The Bay Horse Inn, Silver Street, Masham, HG4 4DX",29370
2060,"The Black Swan, Ripon Central, Ripon",black swan,"The Black Swan, Westgate, Ripon, HG4 2BQ",29373
2061,"Bull Inn, Ripon",bull inn,"Bull Inn, Church Street, West Tanfield, HG4 5JQ",29376
2062,"The White Horse, Huntingdon",white horse,"The White Horse, High Street, Tilbrook, PE28 0JP",2938
2063,"The Golden Lion Inn, Ripon Central, Ripon",golden lion inn,"The Golden Lion Inn, 69  Allhallowgate, Ripon, HG4 1LE",29380
2064,"King William IV, Ripon Central, Ripon",king william iv,"King William IV, Blossomgate, Ripon, HG4 2AJ",29382
2065,"Kings Head Hotel, Ripon",kings head hotel,"Kings Head Hotel, 40  Market Place, Masham, HG4 4EF",29383
2066,"Navigation Inn, Ripon Central, Ripon",navigation inn,"Navigation Inn, Canal Road, Ripon, HG4 1QN",29387
2067,"The Queens Head, Ripon",queens head,"The Queens Head, Main Street, Kirkby Malzeard, HG4 3RS",29389
2068,"The White Lion, Huntingdon",white lion,"The White Lion, Upwood Road, Ramsey, PE26 2PA",2939
2069,"The White Bear, Ripon",white bear,"The White Bear, Wellgarth Crosshills, Masham, HG4 4EN",29398
2070,"The White Horse, Ripon Central, Ripon",white horse,"The White Horse, 61  North Street, Ripon, HG4 1EN",29399
2071,"The White Swan, Huntingdon",white swan,"The White Swan, 30  High Street, Bluntisham, PE28 3LD",2940
2072,"The Anchor Inn, March",anchor inn,"The Anchor Inn, Norfolk Street, Wimblington, PE15 0QA",2945
2073,"The Cock Inn, March Town, March",cock inn,"The Cock Inn, 106  High Street, March, PE15 9LP",2947
2074,"The George Inn, March",george inn,"The George Inn, 2  New Street, Doddington, PE15 0SP",2950
2075,"Golden Lion, March",golden lion,"Golden Lion, Sixteen Foot Bank, Stonea, PE15 0DU",2951
2076,"The Red Lion, March Town, March",red lion,"The Red Lion, High Street, March, PE15 9JA",2958
2077,"Rose & Crown, March",rose & crown,"Rose & Crown, 30  High Street, Manea, PE15 0JA",2959
2078,"The Rose & Crown, March Town, March",rose & crown,"The Rose & Crown, 41 St Peters Road, March, PE15 9NA",2960
2079,"The Ship Inn, March Town, March",ship inn,"The Ship Inn, Nene Parade, March, PE15 8TD",2962
2080,"Station Hotel, March Town, March",station hotel,"Station Hotel, 212  Station Road, March, PE15 8SQ",2964
2081,"The Black Swan, Selby",black swan,"The Black Swan, Church Hill, Wistow, YO8 3UU",29693
2082,"Castle Inn, Selby",castle inn,"Castle Inn, 7  Wistowgate, Cawood, YO8 3SH",29695
2083,"Ferry Inn, Selby",ferry inn,"Ferry Inn, 2  King Street, Cawood, YO8 3TL",29699
2084,"The Grey Horse, Selby",grey horse,"The Grey Horse, Doncaster Road, Brayton, YO8 9HD",29704
2085,"Kings Arms, Selby",kings arms,"Kings Arms, Main Street, North Duffield, YO8 5RG",29708
2086,"Nelson Inn, Selby Central, Selby",nelson inn,"Nelson Inn, 134  Ousegate, Selby, YO8 8BL",29709
2087,"New Inn, Selby",new inn,"New Inn, York Road, Cliffe, YO8 6NU",29711
2088,"Red Lion Inn, Selby",red lion inn,"Red Lion Inn, 24 Main Road, Hambleton, YO8 9JL",29714
2089,"The Angel Inn, Peterborough",angel inn,"The Angel Inn, 59  Main Street, Yarwell, PE8 6PR",2972
2090,"Wheatsheaf Inn, Selby",wheatsheaf inn,"Wheatsheaf Inn, Main Road, Burn, YO8 8LJ",29721
2091,"The Albion Inn, Skipton Central, Skipton",albion inn,"The Albion Inn, 27  Otley Street, Skipton, BD23 1EL",29729
2092,"Anchor Inn, Skipton",anchor inn,"Anchor Inn, Hellifield Road, Gargrave, BD23 3NA",29730
2093,"Black Horse, Skipton Central, Skipton",black horse,"Black Horse, 16-18 High Street, Skipton, BD23 1JZ",29732
2094,"Blue Bell Inn, Skipton",blue bell inn,"Blue Bell Inn, Middle Lane, Kettlewell, BD23 5QX",29735
2095,"George Inn, Skipton",george inn,"George Inn, Hubberholme, Hubberholme, BD23 5JE",29747
2096,"Black Horse, Peterborough",black horse,"Black Horse, Main Street, Baston, PE6 9PB",2975
2097,"Old Swan Inn, Skipton",swan inn,"Old Swan Inn, High Street, Gargrave, BD23 3RB",29758
2098,"Red Lion Hotel, Skipton Central, Skipton",red lion hotel,"Red Lion Hotel, 27 High Street, Skipton, BD23 1DT",29760
2099,"The Swan Inn, Skipton",swan inn,"The Swan Inn, Main Street, Carleton, BD23 3DR",29763
2100,"Falcon Inn, Tadcaster Central, Tadcaster",falcon inn,"Falcon Inn, Chapel Street, Tadcaster, LS24 9AR",29774
2101,"Fox & Hounds, Tadcaster Central, Tadcaster",fox & hounds,"Fox & Hounds, Leeds Road, Tadcaster, LS24 9HB",29776
2102,"The Greyhound Inn, Tadcaster",greyhound inn,"The Greyhound Inn, Main Street, Saxton, LS24 9PY",29777
2103,"The Black Bull Inn, Peterborough",black bull inn,"The Black Bull Inn, 18  Market Street, Whittlesey, PE7 1BD",2978
2104,"Royal Oak Inn, Tadcaster Central, Tadcaster",royal oak inn,"Royal Oak Inn, 8  Wighill Lane, Tadcaster, LS24 8EX",29783
2105,"White Swan Inn, Tadcaster",white swan inn,"White Swan Inn, Main Street, Wighill, LS24 8BQ",29788
2106,"Angel Inn, Thirsk",angel inn,"Angel Inn, Long Street, Topcliffe, YO7 3RW",29790
2107,"Black Bull, Thirsk Central, Thirsk",black bull,"Black Bull, 75  Market Place, Thirsk, YO7 1EY",29791
2108,"The Black Lion, Thirsk Central, Thirsk",black lion,"The Black Lion, Market Place, Thirsk, YO7 1LB",29792
2109,"The Black Swan, Norby, Thirsk",black swan,"The Black Swan, Front Street, Thirsk, YO7 1BG",29793
2110,"Cross Keys Inn, Thirsk Central, Thirsk",cross keys inn,"Cross Keys Inn, Kirkgate, Thirsk, YO7 1PL",29796
2111,"Crown & Anchor, Sowerby, Thirsk",crown & anchor,"Crown & Anchor, 138  Front Street, Thirsk, YO7 1JN",29797
2112,"Coach & Horses, Bristol",coach & horses,"Coach & Horses, Highland Square, Bristol, BS8 2YB",298
2113,"Royal Hotel, Thirsk Central, Thirsk",royal hotel,"Royal Hotel, Market Place, Thirsk, YO7 1HQ",29807
2114,"The Black Horse, Peterborough",black horse,"The Black Horse, 2  Fotheringhay Road, Nassington, PE8 6QU",2981
2115,"Blue Bell, Peterborough",blue bell,"Blue Bell, 6  The Green, Werrington, PE4 6RU",2983
2116,"Blue Bell Inn, Peterborough",blue bell inn,"Blue Bell Inn, 10  Woodgate, Helpston, PE6 7ED",2984
2117,"The Blue Bell, Peterborough",blue bell,"The Blue Bell, Welland Road, Dogsthorpe, PE1 3RZ",2985
2118,"Blue Boar, Eye, Peterborough",blue boar,"Blue Boar, High Street, Peterborough, PE6 7UY",2986
2119,"The Crown Hotel, Brackley Town, Brackley",crown hotel,"The Crown Hotel, Market Place, Brackley, NN13 7DP",29892
2120,"The Kings Head, Brackley",kings head,"The Kings Head, Abbey Road, Syresham, NN13 5HW",29895
2121,"The Red Lion, Brackley",red lion,"The Red Lion, 39  The Green, Evenley, NN13 5SH",29899
2122,"The Boat Inn, Peterborough",boat inn,"The Boat Inn, 2  Ramsey Road, Whittlesey, PE7 1DR",2990
2123,"The Red Lion, Brackley Town, Brackley",red lion,"The Red Lion, 11  Market Place, Brackley, NN13 7AB",29900
2124,"Sun Inn, Brackley",sun inn,"Sun Inn, Farrer Close, Whitfield, NN13 5TG",29902
2125,"Blue Bell Inn, Corby",blue bell inn,"Blue Bell Inn, 90  High Street, Gretton, NN17 3DF",29903
2126,"The George Hotel, Corby",george hotel,"The George Hotel, 5  Stamford Road, Weldon, NN17 3JL",29922
2127,"The White Hart, Corby Town, Corby",white hart,"The White Hart, High Street, Corby, NN17 1UX",29925
2128,"The Blue Bell, Kettering",blue bell,"The Blue Bell, Bell Hill, Rothwell, NN14 6BP",29957
2129,"The Cock Inn, Kettering",cock inn,"The Cock Inn, High Street, Denford, NN14 4EQ",29963
2130,"The Fox Inn, Kettering",fox inn,"The Fox Inn, 69  High Street, Thrapston, NN14 4JJ",29971
2131,"The Green Dragon, Kettering",green dragon,"The Green Dragon, 1  Hall Hill, Brigstock, NN14 3EZ",29974
2132,"Hare & Hounds, Kettering",hare & hounds,"Hare & Hounds, High Street, Great Addington, NN14 4BJ",29976
2133,"Bull Hotel, Peterborough Central, Peterborough",bull hotel,"Bull Hotel, Westgate, Peterborough, PE1 1RB",2998
2134,"The Queens Arms, Kettering",queens arms,"The Queens Arms, 11  Isham Road, Orlingbury, NN14 1JD",29995
2135,"The Red Lion, Kettering",red lion,"The Red Lion, 42  High Street, Cranford, NN14 4AA",29996
2136,"The Rose & Crown, Kettering",rose & crown,"The Rose & Crown, 1  High Street, Islip, NN14 3JS",29998
2137,"The Star Inn, Bath Central, Bath",star inn,"The Star Inn, 23 The Vineyards  Off The Paragon (A4), Bath, BA1 5NA",3
2138,"The White Hart, Kettering",white hart,"The White Hart, 11 West Street, Geddington, NN14 1BD",30018
2139,"Black Horse, Northampton",black horse,"Black Horse, Main Street, Cold Ashby, NN6 6EL",30039
2140,"Britannia Inn, Brackmills, Northampton",britannia inn,"Britannia Inn, Old Bedford Road, Northampton, NN4 7AA",30044
2141,"The Bull Inn, Northampton",bull inn,"The Bull Inn, High Street, Harpole, NN7 4BS",30048
2142,"Coach & Horses, Northampton",coach & horses,"Coach & Horses, Harborough Road, Brixworth, NN6 9BX",30056
2143,"The Crown & Anchor, Northampton Central, Northampton",crown & anchor,"The Crown & Anchor, 6  Victoria Road, Northampton, NN1 5ED",30066
2144,"The Crown & Cushion, Northampton Central, Northampton",crown & cushion,"The Crown & Cushion, 276  Wellingborough Road, Northampton, NN1 4EJ",30067
2145,"The Crown Inn, Hardingstone, Northampton",crown inn,"The Crown Inn, 57  High Street, Northampton, NN4 6BZ",30068
2146,"The Crown Inn, Northampton",crown inn,"The Crown Inn, 3  High Street, West Haddon, NN6 7AP",30070
2147,"Fox & Hounds, Northampton",fox & hounds,"Fox & Hounds, 186  Harborough Road, Kingsthorpe, NN2 8DJ",30085
2148,"The George Inn, Northampton",george inn,"The George Inn, Northampton Road, Brixworth, NN6 9BU",30091
