num,pubName,stripped,address,pubID
506,"The Exchange, Luton Central, Luton",exchange,"The Exchange, 19  King Street, Luton, LU1 2DW",1276
507,"The Bell Inn, Moreton-In-Marsh Town, Moreton-In-Marsh",bell inn,"The Bell Inn, High Street, Moreton-In-Marsh, GL56 0AF",12760
508,"The Crown Inn, Moreton-In-Marsh",crown inn,"The Crown Inn, High Street, Blockley, GL56 9EX",12763
509,"The Railway Inn, Newnham On Severn, Newnham",railway inn,"The Railway Inn, Station Road, Newnham, GL14 1DA",12777
510,"The Globe Inn, Stonehouse Town, Stonehouse",globe inn,"The Globe Inn, High Street, Stonehouse, GL10 2NG",12784
511,"The Kings Head, Stonehouse",kings head,"The Kings Head, High Street, Kings Stanley, GL10 3JD",12786
512,"Rose & Crown, Stonehouse",rose & crown,"Rose & Crown, The Cross, Nympsfield, GL10 3TU",12787
513,"The White Hart Inn, Stonehouse",white hart inn,"The White Hart Inn, The Street, Leonard Stanley, GL10 3NR",12790
514,"The Woolpack Inn, Stonehouse Town, Stonehouse",woolpack inn,"The Woolpack Inn, 4  High Street, Stonehouse, GL10 2NA",12791
515,"The Bear Inn, Stroud",bear inn,"The Bear Inn, Pound Cottage George Street, Bisley, GL6 7BD",12792
516,"The Bell Inn, Stroud",bell inn,"The Bell Inn, Bell Lane, Selsley, GL5 5JY",12794
517,"The Britannia , Stroud",britannia,"The Britannia , Cossack Square, Nailsworth, GL6 0DG",12796
518,"Coach & Horses Inn, Ebley, Stroud",coach & horses inn,"Coach & Horses Inn, 260  Westward Road, Stroud, GL5 4TL",12799
519,"Crown & Sceptre, Bowbridge, Stroud",crown & sceptre,"Crown & Sceptre, Horns Road, Stroud, GL5 1EG",12801
520,"The Duke of York, Stroud Town, Stroud",duke of york,"The Duke of York, 22  Nelson Street, Stroud, GL5 2HN",12804
521,"The Falcon Inn, Stroud",falcon inn,"The Falcon Inn, New Street, Painswick, GL6 6UN",12805
522,"The George Inn, Stroud",george inn,"The George Inn, Newmarket, Nailsworth, GL6 0RF",12808
523,"The Golden Fleece, Stroud Town, Stroud",golden fleece,"The Golden Fleece, Nelson Street, Stroud, GL5 2HN",12809
524,"The Imperial, Stroud Town, Stroud",imperial,"The Imperial, Station Road, Stroud, GL5 3AP",12811
525,"The Kings Head Inn, Stroud",kings head inn,"The Kings Head Inn, The Street, Kingscourt, GL5 5DR",12815
526,"The Old Crown, Paganhill, Stroud",crown,"The Old Crown, Parkend  Paganhill, Stroud, GL5 4AZ",12818
527,"The Old Crown Inn, Ebley, Stroud",crown inn,"The Old Crown Inn, Chapel Lane, Stroud, GL5 4TG",12819
528,"The Old Fleece Inn, Stroud",fleece inn,"The Old Fleece Inn, Rooksmoor, Woodchester, GL5 5NB",12820
529,"Prince of Wales, Cashes Green, Stroud",prince of wales,"Prince of Wales, Cashes Green Road, Stroud, GL5 4RD",12823
530,"The Royal Oak, Stroud",royal oak,"The Royal Oak, Church Road, North Woodchester, GL5 5PQ",12828
531,"The Royal Oak Inn, Stroud",royal oak inn,"The Royal Oak Inn, St. Marys Street, Painswick, GL6 6QG",12829
532,"The Ship Inn, Stroud",ship inn,"The Ship Inn, Brimscombe Hill, Brimscombe, GL5 2QN",12830
533,"The Bell Inn, Tetbury",bell inn,"The Bell Inn, 29  High Street, Avening, GL8 8NF",12841
534,"The Greyhound Inn, Tetbury Town, Tetbury",greyhound inn,"The Greyhound Inn, 3  Hampton Street, Tetbury, GL8 8JN",12845
535,"The Crown, Luton Central, Luton",crown,"The Crown, 1  George Street, Luton, LU1 2AA",1285
536,"Royal Oak Inn, Tetbury",royal oak inn,"Royal Oak Inn, The Street, Leighterton, GL8 8UN",12850
537,"The Royal Oak, Tetbury Town, Tetbury",royal oak,"The Royal Oak, Cirencester Road, Tetbury, GL8 8EY",12851
538,"The Anchor, Tewkesbury Town, Tewkesbury",anchor,"The Anchor, 42  High Street, Tewkesbury, GL20 5BH",12856
539,"Red Lion Hotel, Luton Central, Luton",red lion hotel,"Red Lion Hotel, Castle Street, Luton, LU1 3AA",1286
540,"The Crown Inn, Tewkesbury",crown inn,"The Crown Inn, High Street, Kemerton, GL20 7HP",12860
541,"Fox & Hounds, Tewkesbury",fox & hounds,"Fox & Hounds, Church Street, Bredon, GL20 7LA",12863
542,"The Gardeners Arms, Tewkesbury",gardeners arms,"The Gardeners Arms, Beckford Road, Alderton, GL20 8NL",12864
543,"The Boathouse, Tewkesbury",boathouse,"The Boathouse, King John Island, Mythe Road, Tewkesbury, GL20 6EB",12867
544,"The Red Lion, Luton",red lion,"The Red Lion, Harlington Road, Upper Sundon, LU3 3PE",1287
545,"The Railway Inn, Tewkesbury",railway inn,"The Railway Inn, Station Road, Ripple, GL20 6EY",12872
546,"The Royal Oak Inn, Tewkesbury",royal oak inn,"The Royal Oak Inn, Main Road, Bredon, GL20 7LW",12874
547,"The Bell Hotel, Tewkesbury Town, Tewkesbury",bell hotel,"The Bell Hotel, 52 Church Street, Tewkesbury, GL20 5SA",12878
548,"The White Bear, Tewkesbury Town, Tewkesbury",white bear,"The White Bear, Bredon Road, Tewkesbury, GL20 5BU",12879
549,"The Village Inn, Tewkesbury",village inn,"The Village Inn, Twyning Green, Twyning, GL20 6DF",12881
550,"Pear Tree, Wotton-Under-Edge",pear tree,"Pear Tree, 6  Wotton Road, Charfield, GL12 8TP",12889
551,"The Plough Inn, Wotton-Under-Edge",plough inn,"The Plough Inn, 68  Wotton Road, Charfield, GL12 8SR",12890
552,"The Railway Tavern, Wotton-Under-Edge",railway tavern,"The Railway Tavern, Wotton Road, Charfield, GL12 8SR",12891
553,"Royal Oak Inn, Wotton-Under-Edge Town, Wotton-Under-Edge",royal oak inn,"Royal Oak Inn, 5  Haw Street, Wotton-Under-Edge, GL12 7AG",12892
554,"The Star Inn, Wotton-Under-Edge Town, Wotton-Under-Edge",star inn,"The Star Inn, Market Street, Wotton-Under-Edge, GL12 7AE",12893
555,"Swan Inn, Wotton-Under-Edge",swan inn,"Swan Inn, Duck Street, Tytherington, GL12 8QB",12894
556,"The Fleece Inn, Wotton-Under-Edge",fleece inn,"The Fleece Inn, Chapel Lane, Hillesley, GL12 7RD",12897
557,"The Swan Hotel, Wotton-Under-Edge Town, Wotton-Under-Edge",swan hotel,"The Swan Hotel, Market Street, Wotton-Under-Edge, GL12 7AE",12898
558,"The Angel Inn, Oldham",angel inn,"The Angel Inn, 230  Shaw Road, Royton, OL2 6DY",12905
559,"The Black Horse Inn, Oldham",black horse inn,"The Black Horse Inn, 203A  Rochdale Road, Shaw, OL2 7JD",12911
560,"The Black Horse, Watersheddings, Oldham",black horse,"The Black Horse, 245  Ripponden Road, Oldham, OL1 4HR",12913
561,"Blue Bell, Oldham",blue bell,"Blue Bell, 13  Market Street, Shaw, OL2 8NR",12914
562,"The Castle, Luton Central, Luton",castle,"The Castle, 1  Castle Street, Luton, LU1 3AA",1292
563,"The Bridge Inn, Moorhey, Oldham",bridge inn,"The Bridge Inn, 31  Moorhey Street, Oldham, OL4 1JE",12923
564,"The Britannia Inn, Hollins, Oldham",britannia inn,"The Britannia Inn, 470  Hollins Road, Oldham, OL8 4LB",12926
565,"The Bulls Head, Oldham",bulls head,"The Bulls Head, 2  King Street, Delph, OL3 5DQ",12931
566,"Last Orders, Greenacres, Oldham",last orders,"Last Orders, 173  Huddersfield Road, Oldham, OL1 3PA",12937
567,"The Church Inn, Oldham",church inn,"The Church Inn, Running Hill Gate, Uppermill, OL3 6LW",12939
568,"The Clarence, Oldham",clarence,"The Clarence, Chew Valley Road, Greenfield, OL3 7DD",12942
569,"Coach & Horses, Oldham",coach & horses,"Coach & Horses, 459  Huddersfield Road, Oldham, OL4 2HT",12944
570,"Commercial Inn, Oldham",commercial inn,"Commercial Inn, Smallbrook Road, Shaw, OL2 7UH",12950
571,"The Sportsman, Stopsley, Luton",sportsman,"The Sportsman, 595  Hitchin Road, Luton, LU2 7UW",1296
572,"The Dog Inn, Oldham",dog inn,"The Dog Inn, 1  Block Lane, Chadderton, OL9 8QT",12960
573,"Duke Of York, Oldham",duke of york,"Duke Of York, 109 Heyside, Royton, OL2 6LS",12962
574,"The Star, Luton",star,"The Star, Luton Road, Chalton, LU4 9UJ",1297
575,"The Grapes, Oldham",grapes,"The Grapes, 161  St. John Street, Lees, OL4 3DR",12978
576,"Greyhound Inn, Oldham",greyhound inn,"Greyhound Inn, 1 Elly Clough Holden Fold Lane, Royton, OL2 5ES",12984
577,"The Gate Inn, Oldham",gate inn,"The Gate Inn, Huddersfield Road, Diggle, OL3 5PQ",12989
578,"Hope & Anchor, Oldham",hope & anchor,"Hope & Anchor, 29  Sandy Lane, Royton, OL2 5QP",13000
579,"King William IV, Oldham",king william iv,"King William IV, Chew Valley Road, Greenfield, OL3 7DD",13014
580,"The Navigation Inn, Oldham",navigation inn,"The Navigation Inn, Wool Road, Dobcross, OL3 5NS",13024
581,"North Star, Oldham",north star,"North Star, Rushcroft Road, Shaw, OL2 7PR",13028
582,"Old Bell Inn, Oldham",bell inn,"Old Bell Inn, Huddersfield Road, Delph, OL3 5EG",13030
583,"Old Bulls Head, Oldham",bulls head,"Old Bulls Head, Rochdale Road, Shaw, OL2 7PD",13031
584,"Park Inn, Oldham",park inn,"Park Inn, Buckstones Road, Shaw, OL2 8DW",13039
585,"The Railway, Oldham",railway,"The Railway, 1 Oldham Road, Royton, OL2 6DN",13054
586,"The Royal George, Oldham",royal george,"The Royal George, Manchester Road, Greenfield, OL3 7HX",13064
587,"Royal Oak Inn, Oldham",royal oak inn,"Royal Oak Inn, Broad Lane, Delph, OL3 5TX",13067
588,"The Royal Oak, Werneth, Oldham",royal oak,"The Royal Oak, 172  Manchester Road, Oldham, OL9 7BN",13069
589,"The Royal Oak, Oldham Central, Oldham",royal oak,"The Royal Oak, 178  Union Street, Oldham, OL1 1EN",13070
590,"The Welcome Inn, Hollinwood, Oldham",welcome inn,"The Welcome Inn, 743  Hollins Road, Oldham, OL8 3SY",13071
591,"The Crown, Oldham",crown,"The Crown, 72  Walsh Street, Chadderton, OL9 9LR",13082
592,"Swan Inn, Oldham",swan inn,"Swan Inn, The Square, Dobcross, OL3 5AA",13084
593,"The Swan Inn, Oldham",swan inn,"The Swan Inn, 21  King Street, Delph, OL3 5DL",13085
594,"Top House, Oldham",top house,"Top House, 38  Co Operative Street, Lees, OL4 5TB",13094
595,"Turks Head, Oldham",turks head,"Turks Head, 119  Castleton Road, Royton, OL2 6UP",13097
596,"Weavers Arms, Greenacres, Oldham",weavers arms,"Weavers Arms, 172  Huddersfield Road, Oldham, OL4 2RD",13102
597,"The Wellington, Oldham",wellington,"The Wellington, Chew Valley Road, Greenfield, OL3 7AF",13105
598,"White Hart Inn, Hollins, Oldham",white hart inn,"White Hart Inn, 489  Hollins Road, Oldham, OL8 3TP",13109
599,"The White Hart, Oldham",white hart,"The White Hart, 233  Oldham Road, Royton, OL2 6BB",13110
600,"White Lion Inn, Oldham",white lion inn,"White Lion Inn, 1  Delph Lane, Delph, OL3 5HX",13111
601,"Black Lion Hotel, Salford Central, Salford",black lion hotel,"Black Lion Hotel, 65  Chapel Street, Salford, M3 5BZ",13119
602,"The Church Inn, Pendleton, Salford",church inn,"The Church Inn, Ford Lane, Salford, M6 6PE",13125
603,"Coach & Horses, Salford",coach & horses,"Coach & Horses, Eccles New Road, Weaste, M5 5ED",13127
604,"The Bell, Sandy Central, Sandy",bell,"The Bell, 1  Station Road, Sandy, SG19 1AW",1314
605,"The Kings Arms, Salford Central, Salford",kings arms,"The Kings Arms, 11  Bloom Street, Salford, M3 6AN",13145
606,"Waggon & Horses, Irlams O&#039; Th&#039; Height, Salford",waggon & horses,"Waggon & Horses, Bolton Road, Salford, M6 7NJ",13167
607,"The Cock Inn, Sandy",cock inn,"The Cock Inn, 25  Church Street, Gamlingay, SG19 3JH",1317
608,"Welcome Inn, Ordsall, Salford",welcome inn,"Welcome Inn, 2  Robert Hall Street, Salford, M5 3LT",13170
609,"The Duke Of York, Weybourne, Aldershot",duke of york,"The Duke Of York, Weybourne Road, Aldershot, GU11 3NE",13182
610,"The George, Aldershot Town, Aldershot",george,"The George, Wellington Street, Aldershot, GU11 1DX",13185
611,"The Greyhound, Aldershot",greyhound,"The Greyhound, 1  Ash Street, Ash, GU12 6LA",13187
612,"Victoria, Aldershot Town, Aldershot",victoria,"Victoria, 133-139  Victoria Road, Aldershot, GU11 1JW",13189
613,"The Crown & Cushion, Sandy",crown & cushion,"The Crown & Cushion, West Street, Great Gransden, SG19 3AT",1319
614,"Railway, Radstock Town, Radstock",railway,"Railway, Welton Road, Radstock, BA3 3RR",132
615,"The Red Lion, Aldershot East, Aldershot",red lion,"The Red Lion, Ash Road, Aldershot, GU12 4EZ",13201
616,"Bell Hotel, New Alresford, Alresford",bell hotel,"Bell Hotel, 12  West Street, Alresford, SO24 9AT",13217
617,"The George & Dragon, Sandy",george & dragon,"The George & Dragon, 2  King Street, Potton, SG19 2QT",1322
618,"Fox Inn, Alresford",fox inn,"Fox Inn, Fox Lane, Bramdean, SO24 0LP",13220
619,"The Globe, New Alresford, Alresford",globe,"The Globe, 20 The Soke, Alresford, SO24 9DB",13221
620,"The Horse & Groom, New Alresford, Alresford",horse & groom,"The Horse & Groom, Broad Street, Alresford, SO24 9AN",13223
621,"The Swan Hotel, New Alresford, Alresford",swan hotel,"The Swan Hotel, 11  West Street, Alresford, SO24 9AD",13225
622,"The Woolpack Inn, Alresford",woolpack inn,"The Woolpack Inn, Totford, Northington, SO24 9TJ",13226
623,"Crown Hotel, Alton Town, Alton",crown hotel,"Crown Hotel, High Street, Alton, GU34 1BN",13231
624,"The George, Alton Town, Alton",george,"The George, Butts Road, Alton, GU34 1LH",13232
625,"The Eight Bells, Alton Town, Alton",eight bells,"The Eight Bells, Church Street, Alton, GU34 2DA",13233
626,"The Jolly Farmer, Alton",jolly farmer,"The Jolly Farmer, Binsted Road, Blacknest, GU34 4QD",13239
627,"Kings Head, Alton Town, Alton",kings head,"Kings Head, Market Street, Alton, GU34 1HA",13241
628,"The Queens Head, Alton",queens head,"The Queens Head, London Road, Holybourne, GU34 4EG",13242
629,"The Angel, Alton",angel,"The Angel, Gosport Road, Privett, GU34 3NN",13249
630,"The Swan, Alton Town, Alton",swan,"The Swan, High Street, Alton, GU34 1AT",13250
631,"The Three Horseshoes, Alton",three horseshoes,"The Three Horseshoes, Cakers Lane, East Worldham, GU34 3AE",13251
632,"The Wheatsheaf, Alton Town, Alton",wheatsheaf,"The Wheatsheaf, Market Square, Alton, GU34 1HD",13252
633,"The White Hart, Alton",white hart,"The White Hart, London Road, Holybourne, GU34 4EL",13253
634,"White Horse, Alton Town, Alton",white horse,"White Horse, High Street, Alton, GU34 1EN",13254
635,"The Angel, Andover Central, Andover",angel,"The Angel, 95  High Street, Andover, SP10 1ND",13257
636,"The Crown Inn, Andover",crown inn,"The Crown Inn, High Street, Ludgershall, SP11 9PZ",13265
637,"Foresters Arms, Andover Central, Andover",foresters arms,"Foresters Arms, 2  London Street, Andover, SP10 2PA",13268
638,"George & Dragon, Andover",george & dragon,"George & Dragon, The Square, Hurstbourne Tarrant, SP11 0AA",13269
639,"The Globe, Andover Central, Andover",globe,"The Globe, 23  High Street, Andover, SP10 1LJ",13270
640,"Queens Head, Andover",queens head,"Queens Head, High Street, Ludgershall, SP11 9PZ",13278
641,"The Queens Head, Sandy Central, Sandy",queens head,"The Queens Head, 4  Cambridge Road, Sandy, SG19 1JE",1328
642,"Station Hotel, Andover Central, Andover",station hotel,"Station Hotel, 63  Bridge Street, Andover, SP10 1BY",13285
643,"The White Hart, Andover Central, Andover",white hart,"The White Hart, Bridge Street, Andover, SP10 1BH",13287
644,"Barley Mow, Basingstoke",barley mow,"Barley Mow, Oakley Lane, Oakley, RG23 7JZ",13289
645,"The Crown Inn, Basingstoke",crown inn,"The Crown Inn, The Street, Old Basing, RG24 7BW",13297
646,"The Rising Sun, Sandy",rising sun,"The Rising Sun, 11  Everton Road, Potton, SG19 2PA",1330
647,"The Golden Lion, Viables, Basingstoke",golden lion,"The Golden Lion, Jays Close, Basingstoke, RG22 4BS",13304
648,"The Greyhound, Basingstoke",greyhound,"The Greyhound, 46  Winchester Street, Overton, RG25 3HS",13306
649,"The New Inn, Basingstoke Central, Basingstoke",new inn,"The New Inn, Sarum Hill, Basingstoke, RG21 8SS",13317
650,"The Coach House, Sandy",coach house,"The Coach House, 12 Market Square, Potton, SG19 2NP",1332
651,"Old House at Home, Basingstoke",house at home,"Old House at Home, Station Road, Overton, RG25 3DU",13321
652,"The Queens Arms, Basingstoke Central, Basingstoke",queens arms,"The Queens Arms, Bunnian Place, Basingstoke, RG21 7JE",13327
653,"The Red Lion, Basingstoke",red lion,"The Red Lion, High Street, Overton, RG25 3HQ",13328
654,"Red Lion Hotel, Basingstoke Central, Basingstoke",red lion hotel,"Red Lion Hotel, 24  London Street, Basingstoke, RG21 7NY",13329
655,"The Royal Oak, Sandy",royal oak,"The Royal Oak, 4  Biggleswade Road, Potton, SG19 2LU",1333
656,"The Royal Oak, Worting, Basingstoke",royal oak,"The Royal Oak, 414  Worting Road, Basingstoke, RG22 5EA",13331
657,"The Swan, Basingstoke",swan,"The Swan, 3  Kiln Road, Sherborne St. John, RG24 9HS",13334
658,"The Wheatsheaf, Basingstoke Central, Basingstoke",wheatsheaf,"The Wheatsheaf, Winton Square, Basingstoke, RG21 8EU",13339
659,"The Kings Arms, Girtford, Sandy",kings arms,"The Kings Arms, 27  London Road, Sandy, SG19 1HA",1334
660,"The White Hart, Basingstoke",white hart,"The White Hart, London Road, Overton, RG25 3NW",13340
661,"The White Hart Inn, Worting, Basingstoke",white hart inn,"The White Hart Inn, 367  Worting Road, Basingstoke, RG22 5EQ",13341
662,"White Hart, Basingstoke Central, Basingstoke",white hart,"White Hart, London Road, Basingstoke, RG21 4AE",13342
663,"The Cricketers, Bordon",cricketers,"The Cricketers, Main Road, Kingsley, GU35 9ND",13344
664,"The Crown Inn, Bordon",crown inn,"The Crown Inn, Arford Road, Headley, GU35 8BT",13345
665,"The Holly Bush, Bordon",holly bush,"The Holly Bush, High Street, Headley, GU35 8PP",13346
666,"The Royal Oak, Bordon",royal oak,"The Royal Oak, Liphook Road, Hollywater, GU35 9AF",13350
667,"The Wheatsheaf, Sandy",wheatsheaf,"The Wheatsheaf, 92  Church Street, Gamlingay, SG19 3JJ",1336
668,"Cricketers Arms, Eastleigh",cricketers arms,"Cricketers Arms, Fair Oak Road, Fair Oak, SO50 7AJ",13380
669,"Fox & Hounds, Eastleigh",fox & hounds,"Fox & Hounds, Winchester Road, Fair Oak, SO50 7HB",13387
670,"The Woolpack, Shefford Central, Shefford",woolpack,"The Woolpack, 2 Hitchin Road, Shefford, SG17 5JF",1339
671,"Station, Eastleigh Town, Eastleigh",station,"Station, 36-38 High Street, Eastleigh, SO50 5LE",13398
672,"The Queens Head, Eastleigh",queens head,"The Queens Head, Portsmouth Road, Fishers Pond, SO50 7HF",13401
673,"Welcome Inn, Bishopstoke, Eastleigh",welcome inn,"Welcome Inn, 154  Fair Oak Road, Eastleigh, SO50 8LP",13403
674,"Blue Bell, Emsworth Town, Emsworth",blue bell,"Blue Bell, South Street, Emsworth, PO10 7EG",13405
675,"The Cricketers, Westbourne, Emsworth",cricketers,"The Cricketers, Commonside, Emsworth, PO10 8TA",13408
676,"The Crown Hotel, Emsworth Town, Emsworth",crown hotel,"The Crown Hotel, High Street, Emsworth, PO10 7AW",13409
677,"The Kings Arms, Emsworth Town, Emsworth",kings arms,"The Kings Arms, 19  Havant Road, Emsworth, PO10 7JD",13412
678,"The Ship Inn, Emsworth Town, Emsworth",ship inn,"The Ship Inn, 24  High Street, Emsworth, PO10 7AW",13417
679,"The Stags Head, Emsworth",stags head,"The Stags Head, The Square, Westbourne, PO10 8UE",13418
680,"The Brewery Tap, Shefford Central, Shefford",brewery tap,"The Brewery Tap, 14  North Bridge Street, Shefford, SG17 5DH",1342
681,"The White Horse, Emsworth",white horse,"The White Horse, The Square, Westbourne, PO10 8UE",13421
682,"The Bird In Hand, Fareham Town, Fareham",bird in hand,"The Bird In Hand, 131  Gosport Road, Fareham, PO16 0PZ",13425
683,"The Bridge, Shefford Central, Shefford",bridge,"The Bridge, 50  High Street, Shefford, SG17 5DG",1343
684,"The Crown (JD Wetherspoon), Fareham Town, Fareham",crown,"The Crown (JD Wetherspoon), 40  West Street, Fareham, PO16 0JW",13436
685,"The Golden Lion, Shefford",golden lion,"The Golden Lion, Church Street, Clifton, SG17 5ET",1344
686,"The Golden Lion, Fareham",golden lion,"The Golden Lion, High Street, Southwick, PO17 6EB",13441
687,"The Golden Lion, Fareham Town, Fareham",golden lion,"The Golden Lion, 28  High Street, Fareham, PO16 7AE",13442
688,"The Miners Arms, Fareham",miners arms,"The Miners Arms, 112  Funtley Road, Funtley, PO17 5EF",13450
689,"Queens Head, Fareham",queens head,"Queens Head, High Street, Titchfield, PO14 4AQ",13454
690,"The Red Lion, Fareham Town, Fareham",red lion,"The Red Lion, East Street, Fareham, PO16 0BP",13455
691,"The Red Lion, Fareham",red lion,"The Red Lion, High Street, Southwick, PO17 6EF",13456
692,"Red Lion, Fareham",red lion,"Red Lion, 1  West Street, Portchester, PO16 9XB",13457
693,"The Travellers Rest, Fareham",travellers rest,"The Travellers Rest, Church Road, Newtown, PO17 6LL",13465
694,"The Wheatsheaf Inn, Fareham",wheatsheaf inn,"The Wheatsheaf Inn, East Street, Titchfield, PO14 4AD",13467
695,"The White Horse Inn, Fareham Town, Fareham",white horse inn,"The White Horse Inn, 44  North Wallington, Fareham, PO16 8TE",13469
696,"The Station, Fleet Station, Fleet",station,"The Station, Fleet Road, Fleet, GU51 4QG",13477
697,"The Black Horse, Ireland, Shefford",black horse,"The Black Horse, Ireland, Shefford, SG17 5QL",1348
698,"The White Hart Hotel, Shefford Central, Shefford",white hart hotel,"The White Hart Hotel, 2  North Bridge Street, Shefford, SG17 5DH",1349
699,"The White Hart, Shefford",white hart,"The White Hart, Mill Lane, Campton, SG17 5NX",1350
700,"Red Lion Hotel, Lymington",red lion hotel,"Red Lion Hotel, 32  High Street, Milford On Sea, SO41 0QD",13510
701,"Black Horse, Woburn Central, Woburn",black horse,"Black Horse, No.1 Bedford Street, Woburn, MK17 9QB",1353
702,"The Seven Stars, Stroud, Petersfield",seven stars,"The Seven Stars, 56  Winchester Road, Petersfield, GU32 3PG",13533
703,"The Blue Anchor, North End, Portsmouth",blue anchor,"The Blue Anchor, 2  London Road, Portsmouth, PO2 0LH",13542
704,"The Clarence, North End, Portsmouth",clarence,"The Clarence, London Road, Portsmouth, PO2 0LZ",13547
705,"The Dolphin, Old Portsmouth, Portsmouth",dolphin,"The Dolphin, 41  High Street, Portsmouth, PO1 2LU",13552
706,"The Farmhouse, Portsmouth",farmhouse,"The Farmhouse, Burrfields Road, Baffins, PO3 5HH",13559
707,"The Fountain Inn, North End, Portsmouth",fountain inn,"The Fountain Inn, 163  London Road, Portsmouth, PO2 9AA",13563
708,"George & Dragon, Buckland, Portsmouth",george & dragon,"George & Dragon, 137  Kingston Road, Portsmouth, PO2 7EB",13565
709,"The George Inn, Portsmouth",george inn,"The George Inn, Portsdown Hill Road, Widley, PO6 1BE",13566
710,"The Phoenix, Hilsea, Portsmouth",phoenix,"The Phoenix, Torrington Road, Portsmouth, PO2 0TN",13603
711,"Brewhouse & Kitchen, Landport, Portsmouth",brewhouse & kitchen,"Brewhouse & Kitchen, 26  Guildhall Walk, Portsmouth, PO1 2DD",13604
712,"Red Lion Hotel, Portsmouth",red lion hotel,"Red Lion Hotel, London Road, Cosham, PO6 3EE",13608
713,"The Royal Standard, Portsmouth",royal standard,"The Royal Standard, 20  Edinburgh Road, Landport, PO1 1DE",13611
714,"The Royal, Landport, Portsmouth",royal,"The Royal, 334A  Commercial Road, Portsmouth, PO1 4BT",13612
715,"The Bell Inn, Woburn Central, Woburn",bell inn,"The Bell Inn, 35  Bedford Street, Woburn, MK17 9QJ",1362
716,"The Star & Garter, Portsmouth",star & garter,"The Star & Garter, 230  Copnor Road, Copnor, PO3 5DB",13626
717,"Wellington, Portsmouth",wellington,"Wellington, 62  High Street, Portsmouth, PO1 2LY",13637
718,"The Station Inn, Ascot Central, Ascot",station inn,"The Station Inn, Station Hill, Ascot, SL5 9EG",1364
719,"The Sun Inn, Romsey Central, Romsey",sun inn,"The Sun Inn, Winchester Road, Romsey, SO51 7JG",13657
720,"The Star Inn, Romsey Central, Romsey",star inn,"The Star Inn, 13  The Horsefair, Romsey, SO51 8EZ",13659
721,"The White Horse, Romsey Central, Romsey",white horse,"The White Horse, 19  Market Place, Romsey, SO51 8ZJ",13661
722,"White Horse Inn, Southampton",white horse inn,"White Horse Inn, South Hill, Droxford, SO32 3PB",13662
723,"The Alexandra, Southampton Central, Southampton",alexandra,"The Alexandra, 6  Bellevue Road, Southampton, SO15 2AY",13666
724,"Anchor Inn, Southampton",anchor inn,"Anchor Inn, Eling Lane, Totton, SO40 9GD",13673
725,"The Anchor, Redbridge, Southampton",anchor,"The Anchor, 61  Test Lane, Southampton, SO16 9BH",13675
726,"The Carpenters Arms, Ascot",carpenters arms,"The Carpenters Arms, 78  Upper Village Road, Sunninghill, SL5 7AQ",1368
727,"The Black Dog, Southampton",black dog,"The Black Dog, Winchester Road, Waltham Chase, SO32 2LX",13692
728,"Dog & Partridge, Ascot",dog & partridge,"Dog & Partridge, 92  Upper Village Road, Sunninghill, SL5 7AQ",1370
729,"Bricklayers Arms, Maybush, Southampton",bricklayers arms,"Bricklayers Arms, 165  Wimpson Lane, Southampton, SO16 4QD",13701
730,"The Duke, Ascot",duke,"The Duke, 2 Upper Village Road, Sunninghill, SL5 7AG",1371
731,"Coach & Horses, Southampton",coach & horses,"Coach & Horses, 11 Southampton Road, Cadnam, SO40 2NF",13713
732,"The Cricketers Arms, Southampton",cricketers arms,"The Cricketers Arms, 34  Carlton Place, Southampton, SO15 2DX",13722
733,"The Crown Inn, Southampton",crown inn,"The Crown Inn, The Square, Bishops Waltham, SO32 1AF",13726
734,"The Crown Inn, Highfield, Southampton",crown inn,"The Crown Inn, 9  Highcrown Street, Southampton, SO17 1QE",13727
735,"The Dolphin, St Denys, Southampton",dolphin,"The Dolphin, 30 Osborne Road South, Southampton, SO17 2EZ",13732
736,"Duke of Wellington, Southampton Central, Southampton",duke of wellington,"Duke of Wellington, 36  Bugle Street, Southampton, SO14 2AH",13739
737,"The Nags Head, Ascot",nags head,"The Nags Head, 28  High Street, Sunningdale, SL5 0NB",1374
738,"The Fox & Hounds, Bitterne, Southampton",fox & hounds,"The Fox & Hounds, Pound Street, Southampton, SO18 6BP",13757
739,"The Grapes, Southampton Central, Southampton",grapes,"The Grapes, 41  Oxford Street, Southampton, SO14 3DP",13768
740,"The Griffin, Shirley, Southampton",griffin,"The Griffin, 37  Anglesea Road, Southampton, SO15 5QH",13771
741,"Brewhouse & Kitchen, Highfield, Southampton",brewhouse & kitchen,"Brewhouse & Kitchen, 47  Highfield Lane, Southampton, SO17 1QD",13779
742,"The Royal Oak, Ascot",royal oak,"The Royal Oak, 19  Station Road, Sunningdale, SL5 0QL",1378
743,"The Horse & Jockey, Curdridge, Southampton",horse & jockey,"The Horse & Jockey, Curbridge, Southampton, SO30 2HB",13786
744,"The Jolly Sailor, Southampton",jolly sailor,"The Jolly Sailor, Ashlett Creek, Fawley, SO45 1DT",13795
745,"The Stag, Ascot Central, Ascot",stag,"The Stag, 63  High Street, Ascot, SL5 7HP",1380
746,"The Kings Arms, Shirley, Southampton",kings arms,"The Kings Arms, Church Street, Southampton, SO15 5LG",13802
747,"Revolution, Southampton",revolution,"Revolution, Bedford Place, Southampton, SO15 2DB",13807
